ApprovedSymbol	Type	Pair.Evidence	F5.PrimaryCells.Expression_Max	Adipocyte Breast	Adipocyte Omental	Adipocyte Perirenal	Adipocyte Subcutaneous	Alveolar Epithelial	Amniotic Epithelial	Amniotic Membrane	Annulus Pulposus	Astrocyte Cerebellum	Astrocyte Cerebral Cortex	Basophils	Bronchial Epithelial	CD133+ Haematopoietic stem cell	CD14+ Monocyte derived Endothelial progenitor	CD14+ Monocytes	CD14+CD16+ Monocytes	CD14+CD16- Monocytes	CD14-CD16+ Monocytes	CD19+ B cells	CD34+ Haematopoietic stem cell	CD34+ progenitor	CD4+ T cells	CD4+CD25+CD45RA+ naive regulatory T cells	CD4+CD25+CD45RA- memory regulatory T cells	CD4+CD25-CD45RA+ naive conventional T cells	CD4+CD25-CD45RA- memory conventional T cells	CD8+ T cells	Cardiac Myocyte	Chondroblast	Chondrocyte	Chorionic Membrane	Ciliary Epithelial	Corneal Epithelial	Dendritic Monocyte Immature derived	Dendritic Plasmacytoid	ES cells	Endothelial Aortic	Endothelial Artery	Endothelial Lymphatic	Endothelial Microvascular	Endothelial Thoracic	Endothelial Umbilical Vein	Endothelial Vein	Eosinophils	Esophageal Epithelial	Fibroblast Aortic Adventitial	Fibroblast Cardiac	Fibroblast Choroid Plexus	Fibroblast Conjunctival	Fibroblast Dermal	Fibroblast Gingival	Fibroblast Lymphatic	Fibroblast Periodontal Ligament	Fibroblast Pulmonary Artery	Fibroblast Skin Normal	Gingival Epithelial	Granulocyte Macrophage progenitor	Hair Follicle Dermal Papilla	Hair Follicle Outer Root Sheath	Hepatic Sinusoidal Endothelial	Hepatic Stellate	Hepatocyte	Immature Langerhans	Intestinal Epithelial (polarized)	Iris Pigment Epithelial	Keratinocyte Epidermal	Keratinocyte Oral	Keratocytes	Lens Epithelial	Macrophage Monocyte derived	Mallassez derived	Mammary Epithelial	Mast cells	Mast cells stimulated	Mature Adipocyte	Melanocyte	Meningeal	Mesenchymal precursor Adipose	Mesenchymal precursor Bone Marrow	Mesenchymal precursor Cardiac	Mesenchymal stem cell Adipose	Mesenchymal stem cell Amniotic Membrane	Mesenchymal stem cell Bone Marrow	Mesenchymal stem cell Hepatic	Mesenchymal stem cell Umbilical	Mesenchymal stem cell Wharton's Jelly	Mesothelial	Migratory Langerhans	Multipot. Cord Blood Unrestrict. Somatic stem cell	Myoblast	Myotube	NK cells	Nasal Epithelial	Neural stem cell	Neurons	Neutrophils	Nucleus Pulposus	Olfactory Epithelial	Osteoblast	Osteocyte	Pancreatic Stromal	Pericytes	Placental Epithelial	Preadipocyte Breast	Preadipocyte Omental	Preadipocyte Perirenal	Preadipocyte Subcutaneous	Preadipocyte Visceral	Prostate Epithelial	Prostate Stromal	Renal Cortical Epithelial	Renal Epithelial	Renal Glomerular Endothelial	Renal Mesangial	Renal Proximal Tubular Epithelial	Reticulocyte	Retinal Pigment Epithelial	Salivary Acinar	Sebocyte	Sertoli	Skeletal Muscle	Skeletal Muscle Satellite	Small Airway Epithelial	Smooth Muscle Aortic	Smooth Muscle Brachiocephalic	Smooth Muscle Brain Vascular	Smooth Muscle Bronchial	Smooth Muscle Carotid	Smooth Muscle Colonic	Smooth Muscle Coronary Artery	Smooth Muscle Esophageal	Smooth Muscle Internal Thoracic Artery	Smooth Muscle Prostate	Smooth Muscle Pulmonary Artery	Smooth Muscle Subclavian Artery	Smooth Muscle Tracheal	Smooth Muscle Umbilical Artery	Smooth Muscle Umbilical Vein	Smooth Muscle Uterine	Synoviocyte	Tenocyte	Trabecular Meshwork	Tracheal Epithelial	Urothelial
ANGPT1	ligand	literature supported	185.72	56.21	32.64	8.72	30.52	0.25	0	0.3	34.78	1.11	11.87	1.21	0	36.41	0.49	0.34	1.62	2.57	0.76	0	23.44	23.61	0	0.12	0.02	0.38	0.06	0.13	23.44	23.69	10.41	14.87	4.87	0	0	0	1.97	0	0.14	0.36	0	0.37	2.1	0.18	9.22	0	7.32	10.06	51.1	0.23	1.92	66.67	1.27	37.92	2.04	64.58	0	12.77	55.07	160.13	0	0.21	1.18	0	0.86	4.12	0	0	0.16	9.06	0	0.62	0.22	0.11	2.46	103.99	0.19	3.15	4.08	33.08	9.41	5.98	50.21	7	185.72	15.43	11.38	9.05	0.04	5.27	28.44	10.24	0.11	0.93	7.03	5.51	21.27	66.49	30.18	4.87	26.59	32.67	2.5	0.2	25.43	44.59	4.45	5.1	14.1	0.44	28.46	0.04	0.04	0.16	0.81	0.08	1.33	1.09	4.79	0.57	14.46	3.63	34.5	0.1	7.12	6.53	32.34	16.77	2.85	13.07	21.45	3.41	13.85	25.72	9.04	17.64	8.37	3.02	20.05	5.32	16.13	37.39	1.66	0.22	0
ANGPT2	ligand	literature supported	597.01	0.59	0	0	0.09	0	0	0.08	3.37	1.72	2.77	0.05	0	0.29	0	0.18	0	0	0	0.11	0.79	0	0	0	0	0	0	0	66.21	0.05	0	8.86	1.26	0	0	0	0.08	12.88	41.2	597.01	175.82	61.04	72.46	33.35	0	0	0.96	24.56	6.76	0	0.69	0	0.46	0.02	7.03	0.09	0	0	0	0	11.74	0.94	1.18	0.39	5.17	0.86	0	0	0	2.05	0	0	0.26	0.23	0.49	2.81	0.85	2.5	0.26	0.08	0.5	12.17	0	1.29	6.59	0	0	0.13	0	0.57	1.65	0.27	0	0	0.89	1.87	0	24.79	0	0.46	1.03	0	1.71	0.1	0	0	0	0.09	1.08	1.45	0	0.46	0	52.37	0	0.17	0.24	1.41	0.13	0	0	3.21	0.87	0	0.5	2.81	4.44	1.07	1.97	0.35	1.14	0	0	0.21	0	0.22	0	0.29	0.22	0	0.21	0	0	0.45	0
ANGPT4	ligand	literature supported	6.68	1.38	6.68	0.87	1.11	0	0	0	0	0	0	0	0	0	0	0	0.07	0.05	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.16	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.05	0	0.15	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.26	0	0	0	0	2.09	0	0	0	0	0	2.38	0	0.17	0.07	0.18	0	0	0	0.57	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	2.4	6.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0.11
ANGPTL1	ligand	literature supported	107.37	54.86	107.37	76.77	36.08	0	0	0.34	6.63	0.12	2.34	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0.05	0.02	0	0	32.18	6.14	8.51	1.69	5.52	0	0	0	0.04	0	0	0	0	0.18	0.1	0	0	0	5	6.95	5.02	0.47	0.19	2.29	0.36	0.4	2.61	3.42	0	0	0.21	10.98	0	0.94	7.01	0.11	0	1.2	0	0	0	2.25	0	0.06	0	0.58	0	29.26	0.24	1.69	5.24	5.53	15.08	5.18	0.52	0.18	72.42	35.41	5.95	18.84	0	4.52	2.46	8.37	0	0	42.19	2.7	0	12.76	2.4	0.52	5.02	1.04	0.44	0	26.79	45.4	5.94	2.38	5.66	0	11.91	0	0	0	0	0	0	0.33	0	0	57.85	6.38	19.67	0	7.59	1.01	7.06	9.97	0.95	6.06	0.81	1.46	48.38	7.37	4.52	10.28	6.15	0.63	3.66	5.68	20.84	8.24	0	0.22	0
ANGPTL2	ligand	putative	422.78	145.99	143	61.06	139.16	5.74	1.51	2.26	73.6	12.04	10.58	1.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.95	54.69	177.21	11.66	3.27	1.84	0	0	5.37	21.5	24.98	17.75	18.03	21.75	20.72	23.57	0	0	12.39	19.73	39.16	27.88	7.13	35.72	20.58	14.54	5.33	27.59	0.47	0	29.77	15.03	45.54	31.08	7.18	0	0	4.12	0.27	3.43	83.64	6.99	0	0.29	0.38	0.47	0	422.78	54.24	5.24	55.4	86.6	62.06	46.37	46.65	6.66	22.7	78.86	19.39	15.94	0.24	9.86	17.65	39.98	0	11.27	11.53	6.96	0	35.49	4.07	13.48	57.7	98.18	38.22	1.31	61.34	72.36	43.04	41.46	41.09	0.4	72	1.89	2.99	23.36	4.68	1.3	0	44.1	2.07	4.38	41.78	25.08	24.55	0.1	20.46	5.26	13.18	61.45	28.03	37.67	18.43	36.08	16.29	97.26	30.51	16.76	48.46	3.34	3.36	54.28	233.59	126	36.28	0.32	0.34
ANGPTL3	ligand	literature supported	663.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663.98	0	10.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL4	ligand	putative	564.12	167.99	157.11	238.15	246.75	564.12	26.89	14.55	11.13	2.77	3.81	0.18	129.06	0	0.07	0.99	0	0	0	0	0.53	0	0.07	0	0.06	0.12	0	0.02	35.91	26.86	126.71	65.61	29.23	32.55	0.76	0	4.9	29.06	51.82	60.03	18.69	203.81	1.87	14.64	0	105.97	3.67	40.84	68	0.23	24.93	13.52	43.83	6.3	162.78	6.06	122.81	0	18.14	21.95	161.43	4.06	83.69	3.43	7.13	242.25	59.07	11.11	6.05	162.63	0.08	130.94	158.27	2.08	217.26	302.9	5.62	18.51	20.77	115.91	45.26	91.65	1.06	15.48	6.41	4.9	6.21	177.18	1.47	4.05	213.46	4.27	0.04	9.21	9.34	5.16	0	8.93	10.32	10.4	20.31	0.96	7.86	3.73	127.52	114.52	375.5	42.63	29.73	287.81	3.09	54.63	50.23	47	11.51	14.72	0.35	12.92	9.65	42.37	91.59	15.9	7.52	161.83	66.68	71.66	9.71	9.44	84.4	2.94	165.24	2.44	181.5	1.1	25.99	116.52	9.45	68.42	5.78	9.93	38.77	44.45	2.07	168.55	432.67
ANXA1	ligand	literature supported	9745.86	659.68	396.86	148.3	268.51	25.3	97.74	2004.88	328.54	19.97	356.76	1339.46	144.46	641.81	204.3	643.18	429.11	888.29	394.99	13.28	413.51	374.54	347.77	18.15	138.79	200.3	704.35	418.31	373.34	393.29	179.46	1581.77	577.38	155.7	404.27	49.44	3.69	111.24	183.15	539.79	183.93	120.48	356.27	92.49	157.26	147.4	694.81	246.38	111.95	109.43	280.68	329.73	18.68	354	752.4	450.62	1430.21	94.53	164.98	747.16	23.25	42.66	10.62	749.25	14.51	777.37	548.43	806.35	62.39	519.49	329.86	2166.63	473.99	3299.2	9745.86	3181.5	51.41	298.06	469.75	775.84	864.85	341.39	309.51	61.52	338.09	183.08	511.4	616.66	199.77	315.31	675.89	125.27	308.88	989.74	126.8	175.78	181.32	189.11	592.56	250.66	165.71	875	15.04	252.67	423.23	571.36	78.66	451.18	553.77	796.9	426.76	105.18	67.93	138.4	45.73	35.35	31.92	516.12	287.83	371.9	851.62	164.25	331.41	657.04	321.61	309	378.39	125.3	139.63	285.38	284.63	38.04	400.55	269.24	221.5	329.18	159.58	269.15	778.87	986.59	507.57	531.6	81.85	279.93	252.33
APLN	ligand	literature supported	1713.65	1.68	1.79	6.11	22.25	4.08	0	1.05	0.39	5.15	0.54	0.1	11.55	0	0	0.18	0	0	0	0	0.53	0	0	0	0	0	0	0	30.91	2.43	9.51	6.67	1.84	18.15	0.11	0	0.42	962.52	360.94	1567.09	459.18	441.43	394.46	637.73	0	8.72	5.04	18.14	13.9	0.7	18.55	0.77	2.18	1.04	7.71	1	16.76	0	1.99	2.01	654.81	5.82	0.59	0	1.48	4.63	2.2	2.96	0.52	6.03	0.31	10.01	2.68	0.22	0	0.47	3.66	86.69	1.57	4.92	2.88	58.13	0.13	0.43	5.35	0.44	0	1.47	1.4	0.12	3.25	0.18	0	0.07	0.76	0.11	0	0.37	0.45	1.59	4.04	0.26	2.62	1.72	0.12	0.83	1.48	2.55	3.87	0.39	1.4	0.19	0.28	1713.65	0.5	0.72	0.11	0.75	0.11	3.2	96.41	3.02	1.93	1.41	7.13	1.18	2.19	4.11	10.82	0.51	4.99	1.46	1.22	0.35	4.52	8.96	6.98	4.21	0.24	0.71	17.39	8.49	0.93	10.38	0
APOB	ligand	literature supported	4606.21	1.6	0.73	0	0	0	0	0.26	0.17	0.07	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.12	0	0	0.81	0	0	0	0.03	0	0	0	0.41	0	0.16	0	0.22	0	0.1	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	4.46	0	1.03	4606.21	0	238.11	0	0.03	0	0	0.08	0	0	0	0	0	15.49	0	0	0	0	0	0	0	0	0.32	0	0	0	0.11	0	0	0	0	0.31	1.3	0.31	0	0.13	0	0	0	0	0	0	0	0	0	0	0	46.17	0	0	0	0	0	0	0.11	0.11	0.36	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.07	0	0	0.29	0	0	0	0	0	0	0	0
APOC3	ligand	putative	12377.55	0	0	0	0	0	0	0	1.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.05	0	0	0.03	0	0.09	0	0	0.43	0.59	0	0.21	12377.55	0	1962.65	0	0	0	0	0	0	0.05	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0.92	0	0	0	0	0	0	0	0.09	0	0	0	184.14	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOD	ligand	literature supported	3967.72	132.46	69.98	144.81	1169.2	1.42	0.11	1.63	16.85	1.13	0.33	0.21	7.68	0	0	0	0	0	0	0.43	0.53	0	0	0	0.06	0.12	0	0	12.67	2.26	3.65	175.18	0.09	1.1	1.03	0	0.13	29.19	9.61	22.2	249.57	14.65	0.93	2.33	0	27.04	1.77	17.97	3967.72	76.62	350.13	634.46	22.85	113.98	6.35	0.93	3.41	0	3.65	621	0	11.29	6.72	0.5	447.31	2.75	0.58	25.18	121.81	0.16	0.16	8.25	4.65	9.46	0	346.32	195.23	63.29	5.09	5.77	4.09	710.33	0.53	1.16	5.31	4.62	0.9	0.76	6.29	0.48	9.83	2.05	0	11.27	7.19	3.13	0	21.96	7.2	8.2	103.88	55.34	57.23	9.88	9.84	24.24	11.87	7.8	8.43	22.44	3.66	0.08	0.11	9.7	0.39	0	0	1.06	4.92	24.8	0	2	9.41	114.26	0.29	0	49.96	4.7	1.27	2.84	0.81	0	0.37	8.99	1.13	0.18	5.19	0.46	0	2.13	1.07	4.53	132.32	8.08	3.17
APOE	ligand	literature supported	8479.83	1009.57	421.73	9.6	5150.78	24.32	44.4	2.88	169.25	61.34	9.93	0.95	21.77	0.29	5297.24	0.18	0.21	0	0.07	0	48.46	5.45	0	0	0.02	0	0	0	2423.6	5.11	2.83	217.1	59.55	49.34	687.66	0.57	935.33	0.5	0.46	13.94	7.24	1.4	6.36	1.28	0	81.99	13.86	226.56	1085.82	10.08	38.29	9.99	46.69	8.92	35.5	0.14	66.01	1.28	0.43	39.15	8.23	1431.54	8479.83	29.46	1557.65	143.95	113.52	57.5	16.22	98.54	2594.38	137.06	12.8	8.41	0.49	1394.45	591.44	39.26	3.29	44.92	39.83	4452.85	36.11	31.03	271.52	1454.73	15.38	35.07	81.01	92.17	8.85	13.8	0	38.39	10.21	70.32	0	631.08	0.79	7.74	87.37	12.34	3042.98	39.89	2.46	1.86	1.48	3.08	1.88	694.38	6.85	32.48	15.87	9.23	74.36	16.91	19.03	259.96	293.91	177.61	0	96.63	113.59	26.47	0.81	0.26	402.91	440.18	2.39	149.52	0.76	81.92	0.24	2.5	1.13	0	442.18	10.74	4.29	1.77	6.16	4.42	23.4	45.18	94.99
APP	ligand	literature supported	1707.9	208.72	217.75	180.57	179.13	127.69	400.32	461.58	318.51	253.16	299.28	90.26	299.92	88.67	56.53	100.63	48.93	128.68	28.67	43.5	86.92	66.75	48.63	31.01	8.75	34.5	24.92	18.4	371.69	175.14	305.83	431.29	308.18	286.37	352.87	1082.06	319	670.1	631.59	1707.9	831.6	749.66	773.41	616.17	39.12	525.49	284.69	331.31	515.6	223.54	243.35	314.89	161.61	215.53	229.93	277.22	1200.23	208.23	201.51	322.91	687.8	266.6	383.29	29.87	225.31	438.7	800.39	641.17	170.39	512.88	159.34	1116.35	610.94	9.94	0	71.14	202.32	303.75	304.35	415.75	431.86	230.87	467.93	121.13	441.25	243.67	889.78	581.53	10.22	301.85	302.4	380.61	17.32	476.29	480.9	299.43	29.17	318.91	241.47	145.22	196.24	498.97	214.46	234.51	364.23	348.77	184.04	216.55	286.78	867.87	334.08	595.42	454.23	699.48	239.28	297.17	4.24	650.17	703.73	1032.99	377.61	211.89	252.26	1177.68	327.78	294.12	347.02	223.35	173.55	328.29	254.97	142.39	395.19	412.15	315.29	298.09	301.3	217.02	353.04	169.93	204.08	278.57	138.67	334.61	710.91
AREG	ligand	literature supported	not found in FANTOM5																																																																																																																																																
AREGB	ligand	literature supported	not found in FANTOM5																																																																																																																																																
ARF1	ligand	literature supported	842.04	358.27	308.37	322.77	372.49	777.27	481.83	378.27	323.21	417.57	213.91	516.81	380.19	205.23	317.38	345.05	352.96	410.22	311.81	189.43	226.77	205.73	245.05	201.92	253.13	194.99	218.72	192.66	332.18	323.35	393.46	428.46	242.44	594.07	344.54	384.97	159.1	450.32	485.13	312.82	435.4	410.05	262.59	450.13	724.35	559.51	390.77	363.92	378.77	561.2	344.47	333.69	842.04	346.05	446.92	361.59	325.44	47.27	497.04	372.38	567.21	598.61	188.32	243.47	296.03	390.83	408.42	332.49	646.24	360.63	321.28	373.36	309.58	413.63	561.64	229.11	406.26	402.04	330.62	322.68	387.48	695.21	352.34	616.13	389.55	650.2	359.38	316.18	299.54	346.45	339.42	337.08	287.5	429.47	209.55	223.11	593.04	313.24	264.37	409.14	409.1	392.19	560.16	585.65	424.06	390.74	425.96	379.79	363.5	353.19	348.35	462.93	552.88	603.79	615.2	469.59	310.44	379.94	149.12	475.32	382.43	310.72	341.44	300.04	666.95	544.33	308.82	606.81	566.6	345.45	598.75	802.16	533.29	303.16	439.6	523.88	502.13	681.6	485.36	417.55	288.23	339.83	684.25	447.48	516.5
ARTN	ligand	literature supported	73.11	0	0.15	0	0.09	3.04	0	0.4	0.39	3.92	8.62	0	69.07	0.29	0	0	0	0.04	0	0	0.26	0	0	0	0.02	0	0.03	0	0.22	0.22	0	0.67	1.12	73.11	0	0.16	6.16	0	0	0	0	0	0.04	0	0	57.56	0.18	0.33	0.3	0.47	0.49	0.17	0	0.13	0.11	0.09	30.92	1.28	2.61	0	0	0.21	0	0.39	1.11	0.34	62.65	18.15	0.16	0.58	0	19.04	42.06	0.43	0	0	0.99	0.04	0	0.13	0.08	0	0.13	0.09	0	0	0.13	0.39	0	0	0.06	0.09	0	38.62	0.25	0	0	0.04	0	0	0.34	0.35	0.2	0.3	0	0.05	0	0.18	0.04	25.22	0.04	4.98	1.71	0.39	0.25	7.41	0	0.19	0.64	30.61	0	0.22	0.09	24.95	0.17	0.09	0.23	0.21	0	0.21	0.07	0.49	0	0	0	0	0.33	0.05	0.12	0	0	0.29	0.19	65.9	22.1
ASIP	ligand	literature supported	not found in FANTOM5																																																																																																																																																
AVP	ligand	literature supported	66.06	0	0	0	0	0	0	0	0	0	0	0.1	0	66.06	0	0	0	0	0	0.05	8.16	30.07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZGP1	ligand	literature supported	8.57	0.32	0	0	0.61	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.03	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57	0	0.12	0	0	0	0	0	0	0	0	0.06	0	6.73	0.39	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0	0.56	0	0	0	0	0.07	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0
B2M	ligand	literature supported	45158.55	1994	2402.56	2821.14	1635.73	538.76	715.56	1927.78	1029.95	739.49	666.95	13379.69	335.74	4741.06	16250.23	7159.26	20403.45	12397.11	18730.94	9455.95	3479.3	6331.65	7203.02	15141.38	18829.48	11145	18443.23	14280.95	2687.82	1500.71	3631.13	4278.07	571.15	530.69	8655.69	11374.96	151.34	878.62	798.21	2991.16	1663.76	1391.67	771.47	547.71	45158.55	661.12	1623.05	1399.43	2084.37	614.63	936.11	2985.12	899.94	1446.05	1341.34	2990.79	1830.09	364.08	2304.96	3659.88	1461.45	1035.27	3012.31	6862.35	930.04	1389.36	692.96	726.73	899.66	1119.41	10370.25	2763.02	463.18	2587.07	3425.49	2156.44	1363.83	1096.52	1976.06	6224.87	3024.13	1587.27	4715.06	555.24	1646.09	1097.87	1938.43	3573.5	32784.84	1128.88	1724.95	1212.44	9196.1	747	636.69	939.78	37580.66	1207.48	2053.52	814.67	1263.14	3176.46	1294.87	560.54	1854.61	2059.52	1729.07	2061.95	2200.31	478.4	2377.04	691.87	557.18	1287.3	346.19	819.39	1123.84	872.09	714.19	803.19	2842.5	1038.4	999.03	548.17	1474.37	880.76	2344.24	1298.96	814.71	1413.34	700.27	532.01	4150.55	2113.26	1397.91	1610.56	1767.97	1080.36	1455.67	1809.28	3767.02	2838.64	442.16	453.86	1362.12
BCAN	ligand	putative	188.96	0	0	0	0	0	0.13	0	0	0.33	1.32	0	0	0	0.11	0.07	0.07	0.11	0.07	0	0.26	0	0	0	0.02	0	0.06	0	0	0.12	0	0.03	0.03	0	0	1.48	2.96	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0.08	0.05	0	0	0.39	0	0	188.96	0	0	0	0	0	0.13	0	0	0	0	0	3.15	0	0	0	0.04	0.31	139.99	35.69	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.04	0.04	0	0	0	0.07	0	0	0	0	0	0	0.03	0.03	0	0	0	0.13	0	0.04	0	0	0.53	0	0	0	0.33	0	0	0	0	0	0.36	0	0
BDNF	ligand	literature supported	49.72	9.39	13.27	22.68	0.09	12.2	3.4	1.36	3.35	6.25	5.67	0.21	1.07	0	0.25	0.32	0.78	0.34	0.88	0	1.58	0	0.2	1.59	0.44	0.55	0.32	0.04	4.63	22.56	7.19	3.59	42.49	1.46	0.72	0.32	2.14	1.25	2.22	0.4	1.13	6.19	1.58	2.14	0	2.18	24.06	17.7	2.47	11.72	3	34.44	7.43	34.41	17.92	28.67	0.58	0	38.55	6.6	5.61	11.82	0	0.61	0.25	17.5	1.05	0.83	16.82	28.27	0.44	2.11	0.87	0.17	0	0.08	3.48	2.26	2.68	7.74	12.27	1.3	10.93	8.88	32.86	22.51	36.84	35.75	1.55	9.15	5.02	2.94	0.15	1.08	4.37	1.33	0.66	7.63	10.1	31	10.75	21.63	1.03	3.73	13.61	24.44	13.36	5.54	8.2	1.77	38.76	3.42	5.55	4.03	7.33	9.08	0.76	17.31	0	0.29	17.68	5.01	4.13	0.97	31.73	32.98	27.02	8.28	14.44	41.53	24.7	14.63	44.49	28.02	12.43	49.72	8.57	32.3	25.71	0.71	23.83	8.9	26.82	1.77	2.22
BGN	ligand	literature supported	9570.55	454.34	401.8	610.64	226.84	29.22	1.23	43.61	505.79	434.98	140.24	2.84	0.22	0	0	1.48	0	0.05	0	0.25	0.53	0	0.07	0	0	0	0	0	372.02	2326.05	9570.55	453.55	41.9	0.18	0	0	3.43	828.9	396.54	435.93	198.88	917.41	261.22	536.88	0	0.87	1920.91	1652.77	6161.64	361.09	47.09	176.41	446.91	225.33	500.8	1623.81	0.22	0	755.73	132.74	1015.36	970.65	492.98	0.77	41.08	134.34	1.92	0.83	126.6	223.48	0.21	2.18	6.84	5	0	30.49	24.87	2462.07	1144.5	563.09	761.4	1575.69	272.45	331.9	96.87	435.46	1651.06	6.26	0.38	3310.76	53.37	3726.44	0	21.91	75.34	81.05	0	1066.82	2582.55	1770.6	2985.03	130.24	8016.19	38.21	1613.59	1243.85	703.5	906.52	272.75	45.34	133	8.29	23.01	2710.23	210.47	6.43	0	56.68	147.06	181.73	366.36	485.95	365.51	1.57	879.9	1453.34	840.74	199.28	1240.65	51.51	1043.33	52.18	823.09	92.47	950.4	1162.9	143.26	852.36	154.48	213.57	757.28	2526.01	281.86	11.84	1.24
BMP10	ligand	literature supported	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP15	ligand	literature supported	not found in FANTOM5																																																																																																																																																
BMP2	ligand	literature supported	44.71	0.09	0.14	0.87	0.42	10.98	0.13	1.28	0.54	4.13	2.77	0.1	0.35	0.29	0	0.36	0	0	0.07	0	0	0.94	0	0	0	0.04	0	0.02	1.77	0.43	33.98	7.51	4.5	0.19	0.1	0.08	1.17	9.33	12.53	3.29	13.12	1.4	1.89	5.19	0	0.87	3.93	1.34	1.23	0	1.35	1.19	0	0.88	3.97	0	1.96	0	0	0	1.77	0.94	0.39	5.42	10.58	6.18	1.11	0.93	0	5.75	0	1.45	3.19	0.19	0	8.13	0.04	0.35	0.2	1.56	10.93	0.33	0.79	0	0.36	0	0	44.71	0	0	0.26	0	0.24	6.66	4.46	0.55	0.28	0.67	0.08	0.09	0.2	0	0.37	1.21	0.26	1.26	0	0.57	3.75	8.75	2.07	7.94	7.75	1.94	5.85	2.62	0	7.14	5.16	2.2	1.61	0.28	0.31	2.1	21.29	12.39	0	0	18.12	1.66	21.3	0	20.96	2.37	5.65	20.28	0	0.98	0	0.71	0.32	0.82	0.17	2.19	0.94
BMP3	ligand	literature supported	4.94	0.09	0	0	0	0.12	0	0.08	0	0	0	0	0	0	0	0	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.51	0	0	0	0.74	0	0	0	0.03	0	4.94	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.65	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
